0.400182, 2.0000
0.353698, 1.0000
0.287522, 0.5000
0.187453, 0.2000
0.119755, 0.1000
0.059057, 0.0500
0.000557, 0.0100
0.000003, 0.0050
0.000000, 0.0001
0.000000, 0.0000
