0.434558, 2.0000
0.403116, 1.0000
0.361244, 0.5000
0.285042, 0.2000
0.217228, 0.1000
0.152212, 0.0500
0.035574, 0.0100
0.008541, 0.0050
0.000000, 0.0001
0.000000, 0.0000
